CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Satisfaction Score,Point Earned,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Geography_Germany,Geography_Spain,Gender_Male,CHURN_PREDICT,CHURN_PROB
538,39,2,122773.5,2,1,58467.08,0,5,419,0,1,0,0,1,1,0,0.1781
729,34,3,152303.8,1,1,12128.69,0,2,980,0,1,0,0,0,1,0,0.1654
615,49,3,0.0,2,1,49872.33,0,5,678,1,0,0,0,0,1,0,0.1489
700,54,1,79415.67,1,0,139735.54,0,5,546,0,1,0,0,1,1,1,0.5257
434,58,9,125801.03,2,1,60891.8,1,2,690,0,1,0,1,0,0,1,0.6532
729,37,10,0.0,2,1,100862.54,0,3,829,0,0,1,0,1,1,0,0.0517
513,35,8,0.0,1,1,76640.29,1,4,276,1,0,0,0,0,1,0,0.44
755,41,6,104817.41,1,1,126013.58,1,1,224,1,0,0,0,0,1,0,0.4716
615,30,9,0.0,1,1,87347.82,0,3,437,0,0,1,0,0,0,0,0.3693
747,32,5,67495.04,2,0,77370.37,0,4,885,0,1,0,1,0,0,0,0.1549
850,36,0,164850.54,1,1,62722.44,0,1,377,0,1,0,0,0,0,0,0.2527
712,49,5,154776.42,2,0,196257.68,0,3,822,0,1,0,1,0,0,0,0.3489
622,28,1,143124.63,2,1,81723.8,0,4,295,1,0,0,1,0,0,0,0.1405
548,35,10,0.0,1,1,31299.71,0,5,638,0,0,1,0,0,0,0,0.3184
607,27,2,0.0,2,1,63495.86,0,3,377,0,0,0,0,0,0,0,0.0755
653,38,8,102133.38,1,1,166520.96,0,3,795,0,0,1,0,0,0,0,0.3045
699,26,6,79932.41,1,0,150242.44,0,4,874,0,0,1,0,1,1,0,0.2055
693,40,0,120711.73,1,0,27345.18,1,1,709,0,0,0,1,0,1,1,0.6964
647,43,3,122717.53,2,1,87000.39,0,2,323,0,1,0,1,0,0,0,0.4368
478,36,3,92363.3,2,1,44912.7,0,4,480,0,0,0,0,1,0,0,0.2319
705,40,5,203715.15,1,1,179978.68,1,2,801,0,0,0,0,1,0,1,0.5784
719,39,5,0.0,2,1,145759.7,0,1,337,0,0,1,0,1,1,0,0.0437
726,34,9,0.0,2,0,14121.61,0,3,616,0,0,1,0,0,1,0,0.0477
626,21,1,0.0,2,1,66232.23,0,3,775,1,0,0,0,0,1,0,0.0248
552,49,4,0.0,1,1,190296.76,1,1,759,0,0,1,0,0,1,1,0.7883
807,31,1,93460.47,2,0,172782.69,0,5,597,0,1,0,1,0,0,0,0.1574
621,34,6,0.0,2,1,99128.13,0,3,248,0,0,0,0,0,1,0,0.0341
651,24,7,40224.7,1,1,178341.33,0,4,842,0,1,0,1,0,0,0,0.3032
673,43,5,168069.73,1,1,146992.24,1,4,732,1,0,0,0,0,0,1,0.7627
652,36,1,0.0,2,1,151314.98,0,1,946,0,1,0,0,0,1,0,0.0377
584,47,7,130538.77,1,1,92915.84,0,3,236,1,0,0,1,0,1,1,0.7426
756,37,3,132623.6,1,1,58974.0,0,1,677,1,0,0,0,0,1,0,0.2135
670,35,3,103465.02,2,1,174627.06,0,3,671,0,0,1,0,0,0,0,0.1771
765,50,9,126547.8,1,1,79579.94,1,1,357,0,1,0,0,0,0,1,0.7126
528,30,2,128262.72,2,1,50771.16,0,2,791,0,1,0,0,0,1,0,0.1166
701,40,5,169742.64,1,1,153537.55,1,4,840,1,0,0,0,0,1,1,0.5528
797,29,1,0.0,2,1,132975.39,0,2,779,0,0,1,0,0,0,0,0.0792
639,27,3,150795.81,1,0,85208.93,0,3,291,1,0,0,1,0,1,0,0.2591
785,61,4,129855.72,2,1,170214.82,1,4,766,0,0,1,0,1,0,1,0.6491
363,28,6,146098.43,3,1,100615.14,1,2,324,0,0,1,0,1,0,1,0.8605
764,24,7,0.0,2,1,186105.99,0,1,410,0,0,1,0,0,0,0,0.0866
676,43,2,0.0,1,1,55119.53,0,1,679,0,1,0,0,0,0,1,0.7032
718,28,4,65643.3,1,1,28760.99,0,5,887,1,0,0,1,0,1,0,0.1362
590,34,6,0.0,2,1,171021.44,0,4,360,0,1,0,0,1,0,0,0.0887
584,38,9,104584.16,1,1,176678.72,0,4,565,1,0,0,0,0,1,0,0.2351
645,41,7,0.0,1,0,28667.56,0,1,892,0,0,1,0,0,1,0,0.4339
772,30,6,99785.28,2,0,197238.03,0,3,410,0,1,0,1,0,1,0,0.1049
399,46,2,127655.22,1,1,139994.68,1,5,475,0,1,0,1,0,1,1,0.7635
529,22,5,0.0,1,1,151169.83,0,5,588,0,1,0,0,0,1,0,0.1799
463,35,2,101257.16,1,1,118113.64,0,4,900,0,1,0,0,0,1,0,0.1356
630,40,7,0.0,2,1,34453.17,0,4,777,1,0,0,0,0,0,0,0.1394
780,76,10,121313.88,1,0,64872.33,0,3,908,0,0,0,0,0,1,0,0.2102
584,32,5,0.0,2,1,10956.82,0,1,735,0,1,0,0,1,1,0,0.0379
752,30,4,81523.38,1,1,36885.85,0,1,403,0,0,1,1,0,1,0,0.2236
697,47,6,128252.66,1,1,168053.4,0,1,281,0,0,0,0,0,0,1,0.6842
850,32,7,0.0,2,0,155227.0,0,1,990,1,0,0,0,0,0,0,0.0708
711,51,7,0.0,3,1,38409.79,1,2,631,0,0,1,0,0,1,1,0.5909
452,32,5,0.0,2,0,75279.39,0,1,923,1,0,0,0,0,0,0,0.0647
610,42,6,0.0,2,1,158302.59,1,5,237,0,0,0,0,1,1,0,0.2428
694,22,4,0.0,2,1,11525.72,0,1,988,1,0,0,0,0,0,0,0.0554
579,33,6,0.0,1,1,94993.04,1,4,266,0,1,0,0,1,1,0,0.4401
745,54,8,0.0,1,1,173912.29,1,1,447,1,0,0,0,1,0,1,0.7744
572,33,5,0.0,1,0,41139.05,0,4,404,0,0,1,0,0,1,0,0.2836
505,29,3,145541.56,2,1,58019.95,0,1,701,0,0,1,1,0,1,0,0.1845
706,23,5,0.0,1,0,164128.41,1,2,620,1,0,0,0,0,0,0,0.3213
693,44,5,124601.58,2,1,46998.13,1,2,408,0,0,1,1,0,1,1,0.5015
725,33,7,115182.84,2,1,177279.41,0,2,470,0,1,0,1,0,0,0,0.1453
791,37,2,163789.49,2,1,75832.53,0,3,340,1,0,0,0,0,1,0,0.1529
536,46,1,65733.41,1,1,61094.53,0,2,942,0,0,1,0,0,1,1,0.5586
699,47,1,0.0,2,0,30117.44,0,3,788,0,0,1,0,1,1,0,0.1539
500,47,8,128486.11,1,1,179227.12,0,4,641,0,0,1,0,1,0,1,0.6659
707,53,6,109663.47,1,1,52110.45,0,1,416,0,0,1,0,1,0,1,0.5981
531,42,6,88324.31,2,1,75248.75,0,1,319,0,0,0,1,0,0,0,0.3822
557,28,7,146445.24,2,1,184317.74,0,1,743,1,0,0,0,0,0,0,0.1685
659,38,3,0.0,2,1,158553.1,0,5,804,0,0,1,0,0,0,0,0.1044
575,31,6,0.0,2,1,95686.42,0,4,609,0,0,1,0,1,0,0,0.049
775,36,2,109949.05,2,0,71682.54,0,1,826,1,0,0,1,0,1,0,0.1908
772,30,4,78653.05,1,1,1790.48,0,2,949,0,0,0,0,1,1,0,0.1143
587,46,9,107850.82,1,1,139431.0,1,3,744,0,0,1,1,0,1,1,0.9125
667,39,4,83765.35,2,1,118358.54,0,3,609,0,1,0,1,0,0,0,0.2739
771,66,7,143773.07,1,1,130827.88,0,2,625,0,0,0,0,0,0,0,0.4276
523,63,6,116227.27,1,1,119404.63,0,5,738,0,0,0,1,0,1,1,0.6422
662,33,0,103471.52,1,1,162703.0,0,3,243,0,0,0,1,0,1,0,0.3222
717,42,5,0.0,2,1,172665.21,0,3,594,1,0,0,0,0,1,0,0.0814
746,24,3,137492.35,2,0,170142.09,0,3,642,0,1,0,0,0,1,0,0.1177
569,28,7,0.0,2,1,73977.23,0,1,688,1,0,0,0,0,1,0,0.0336
579,36,9,129829.59,1,1,60906.12,0,5,725,1,0,0,0,0,1,0,0.2041
519,21,1,146329.57,2,1,194867.27,0,5,398,0,1,0,0,0,0,0,0.1529
696,30,4,114027.7,1,1,193716.56,0,2,597,1,0,0,1,0,1,0,0.262
693,25,6,146580.69,1,0,14633.35,0,4,459,0,0,0,1,0,1,0,0.2389
587,38,0,132122.42,2,0,31730.32,0,5,916,0,0,0,1,0,0,0,0.2529
626,44,10,81553.93,1,1,20063.63,1,1,780,0,0,1,0,0,0,1,0.5434
666,66,7,0.0,2,1,99792.82,0,5,545,1,0,0,0,0,0,0,0.1741
512,24,6,0.0,2,1,37654.31,0,2,572,0,0,0,0,0,1,0,0.0331
689,28,3,0.0,2,1,192449.02,0,4,731,0,0,1,0,1,0,0,0.057
803,26,4,0.0,2,1,181208.47,0,2,1000,0,0,0,0,0,0,0,0.0578
548,32,5,175214.71,1,1,155165.61,0,5,574,0,0,0,1,0,1,0,0.1695
588,40,10,125534.51,1,1,121504.18,1,5,801,0,0,1,1,0,0,1,0.6504
693,68,4,97705.99,1,1,61569.07,0,1,949,1,0,0,0,0,1,0,0.2727
499,55,4,126817.65,2,1,123269.71,0,5,390,0,1,0,1,0,0,1,0.7428
628,46,1,46870.43,4,1,31272.14,1,1,826,0,0,0,0,0,0,1,0.8825
624,46,3,0.0,2,1,62825.03,0,2,591,0,0,1,0,1,1,0,0.1029
733,42,9,120094.93,1,1,184056.45,0,5,668,0,1,0,0,0,1,0,0.3835
628,38,3,0.0,2,1,48924.73,0,3,914,1,0,0,0,0,0,0,0.1699
633,33,3,0.0,2,1,191111.02,0,5,674,0,1,0,0,0,0,0,0.0869
559,36,1,104356.94,2,0,54184.06,0,5,969,1,0,0,1,0,0,0,0.2619
704,27,5,147004.34,1,1,64381.33,1,4,828,0,0,1,1,0,1,0,0.4305
744,38,6,73023.17,2,1,78770.86,0,5,353,1,0,0,1,0,1,0,0.1294
665,40,1,173432.55,1,0,116766.79,0,5,870,0,1,0,0,1,0,0,0.41
638,42,7,165679.92,1,0,32916.29,0,3,717,1,0,0,0,0,0,1,0.6172
837,31,9,104678.62,1,0,50972.6,0,2,263,0,0,1,0,1,1,0,0.1741
534,55,8,116973.26,3,1,122066.5,1,1,840,0,1,0,0,0,0,1,0.9046
548,36,3,0.0,1,1,65996.9,0,5,409,0,0,1,0,0,0,0,0.4342
837,38,2,126732.85,1,1,79577.38,0,2,644,0,0,0,1,0,1,0,0.4174
658,44,6,148481.09,1,1,130529.13,0,4,940,0,0,1,0,0,0,1,0.5354
554,38,4,137654.05,2,1,172629.67,0,2,326,0,1,0,0,0,0,0,0.222
724,30,7,115315.04,1,1,15216.53,0,1,985,0,0,1,1,0,1,0,0.2752
723,42,2,99095.73,1,1,17512.53,0,3,505,0,0,0,0,0,1,0,0.4881
585,39,7,165610.41,2,0,131852.01,0,1,791,1,0,0,1,0,0,0,0.2255
474,33,5,0.0,2,1,181945.52,1,1,454,0,0,0,0,0,1,0,0.1828
562,32,6,161628.66,1,1,91482.5,0,5,561,0,0,1,0,1,1,0,0.1966
719,32,9,146605.27,1,1,77119.45,0,2,603,1,0,0,0,0,1,0,0.2219
635,37,5,113488.68,1,1,95611.74,1,1,969,0,1,0,1,0,1,1,0.5603
743,42,7,77002.2,2,1,80428.42,0,2,993,0,1,0,0,0,1,0,0.2499
681,67,7,0.0,2,0,163714.92,0,1,444,0,0,1,0,1,1,0,0.1391
521,39,6,0.0,2,0,27375.15,0,5,843,1,0,0,0,0,0,0,0.1608
741,25,4,0.0,2,1,73873.65,0,5,234,0,0,1,0,1,1,0,0.056
790,46,8,182364.53,1,0,139266.48,1,2,661,1,0,0,0,1,1,1,0.6859
622,35,8,0.0,2,1,131772.51,0,5,574,0,0,1,0,0,1,0,0.0423
669,45,7,149364.58,1,0,173454.07,0,5,263,0,0,1,0,0,1,0,0.4153
583,59,7,127450.14,1,0,67552.71,0,2,992,1,0,0,0,0,1,0,0.4309
520,63,5,162278.32,1,1,34765.33,0,5,998,0,0,1,0,1,0,0,0.4168
579,37,5,152212.88,2,0,120219.14,0,3,299,0,0,1,0,1,1,0,0.2072
698,39,9,161993.89,1,0,90212.38,0,3,515,0,0,0,0,1,0,0,0.2594
548,39,7,131468.44,1,1,164975.82,0,1,668,0,0,0,0,1,1,0,0.2745
672,40,10,102980.44,1,1,1285.81,1,2,568,0,0,1,1,0,1,1,0.7576
653,31,9,143321.97,1,1,83679.46,0,3,495,0,0,0,1,0,1,0,0.3019
734,37,2,130404.92,1,0,34548.74,0,2,434,0,0,0,0,1,0,0,0.2349
794,41,7,0.0,2,1,74275.08,0,2,266,1,0,0,0,0,0,0,0.1409
641,30,2,87505.47,2,0,7278.57,0,2,893,0,0,0,0,0,1,0,0.0769
824,30,0,133634.02,1,1,162053.92,0,1,977,0,1,0,0,0,1,0,0.1242
534,33,3,151233.62,1,0,199336.63,0,5,472,0,1,0,0,1,0,0,0.2716
653,55,2,70263.83,1,0,62347.71,0,1,644,1,0,0,0,1,1,1,0.5656
498,34,5,0.0,2,1,91711.66,0,1,949,1,0,0,0,0,1,0,0.0349
683,30,10,57657.49,1,0,79240.9,0,3,905,1,0,0,0,0,1,0,0.197
618,42,8,153572.31,2,1,76679.6,0,3,594,0,0,0,1,0,1,0,0.244
538,37,1,134752.08,1,1,162511.55,0,2,710,0,0,1,0,0,1,0,0.2155
643,34,3,83132.09,1,1,21360.88,0,2,893,0,0,0,0,1,1,0,0.1637
428,31,2,0.0,2,1,54487.43,0,3,221,0,1,0,0,0,0,0,0.1059
593,32,9,134096.53,2,1,53931.05,1,3,620,0,0,0,1,0,0,0,0.3232
718,31,0,118100.59,2,1,103165.15,0,4,870,1,0,0,0,0,0,0,0.1523
811,52,10,76915.4,1,0,146359.81,1,2,488,1,0,0,1,0,1,1,0.6004
823,46,3,81576.75,1,1,28370.95,1,1,621,0,0,1,0,1,0,1,0.667
645,49,2,0.0,2,0,10023.15,0,3,553,0,0,1,0,1,1,0,0.1662
710,33,10,118327.17,2,1,192928.82,0,1,809,1,0,0,0,0,1,0,0.1005
591,30,8,124857.69,2,0,50485.7,0,2,650,0,0,0,0,1,1,0,0.1312
748,27,2,90971.85,1,1,131662.47,0,3,744,1,0,0,1,0,0,0,0.2952
850,37,7,153147.75,1,1,152235.3,0,5,867,1,0,0,0,0,0,0,0.216
542,38,8,65942.26,1,1,68093.23,1,4,258,0,1,0,0,0,1,0,0.4065
809,38,3,0.0,2,1,80061.31,0,3,533,0,0,0,0,0,1,0,0.0481
675,54,2,0.0,1,1,149583.67,1,5,752,0,0,1,0,0,1,1,0.7613
607,27,5,100912.19,1,0,7631.27,0,4,908,1,0,0,0,1,0,0,0.206
850,31,4,0.0,2,1,33082.81,0,1,898,0,1,0,0,0,0,0,0.051
789,37,3,0.0,1,1,121883.87,1,4,259,0,0,1,0,0,1,0,0.4523
598,43,5,0.0,3,1,100722.72,1,1,858,0,0,1,0,0,0,1,0.703
756,41,2,124439.49,2,0,47093.11,0,4,938,0,1,0,1,0,1,0,0.2599
687,47,7,0.0,2,1,177624.01,0,1,517,0,0,0,0,0,0,0,0.2067
724,40,6,0.0,2,0,106149.48,0,3,437,0,1,0,0,0,1,0,0.0763
700,44,2,58781.76,1,1,16874.92,0,3,785,0,1,0,0,0,0,1,0.7039
635,50,7,159453.64,2,0,54560.79,1,3,997,0,0,1,0,1,1,0,0.4904
687,26,2,142721.52,1,1,153605.75,0,5,334,1,0,0,1,0,1,0,0.1942
613,46,8,167795.6,1,0,44390.38,0,2,411,0,0,0,0,0,0,1,0.5759
781,38,3,128345.69,2,1,63218.85,0,2,608,0,0,1,0,0,0,0,0.2328
703,20,3,165260.98,1,1,41626.78,0,5,751,1,0,0,0,1,1,0,0.1445
593,62,3,118233.81,1,0,24765.53,1,3,376,0,0,0,1,0,0,1,0.914
743,40,6,0.0,1,1,28280.8,1,2,744,0,1,0,0,0,0,1,0.7392
640,46,8,0.0,2,1,89043.19,0,1,429,1,0,0,0,1,0,0,0.2293
849,37,7,143452.74,2,1,17294.12,0,1,923,0,1,0,1,0,1,0,0.1692
778,38,3,145018.49,2,1,126702.41,0,2,598,0,0,1,0,0,1,0,0.1345
539,38,8,82407.51,1,1,13123.41,0,2,327,0,0,1,1,0,0,0,0.3951
489,28,1,79460.98,2,1,167973.63,0,3,232,0,1,0,1,0,1,0,0.116
568,43,9,0.0,1,1,125870.79,1,1,805,0,1,0,0,1,0,1,0.6255
618,38,5,126473.99,1,1,91972.49,0,1,696,0,0,1,0,1,1,0,0.2797
710,30,10,133537.1,2,1,155593.74,0,1,464,0,1,0,1,0,0,0,0.1628
625,52,5,164978.01,1,1,67788.49,0,3,482,0,1,0,0,0,1,1,0.7078
682,46,7,128029.72,1,1,62615.35,0,3,586,1,0,0,0,1,1,1,0.5831
727,43,2,97403.18,1,1,107415.02,1,1,612,1,0,0,0,1,1,1,0.5854
794,41,7,176845.41,3,1,166526.26,1,5,226,1,0,0,0,0,0,1,0.8359
652,71,4,0.0,1,1,120107.1,0,3,305,0,0,0,0,1,1,0,0.4378
670,42,3,81589.04,1,1,188227.8,0,2,984,1,0,0,0,1,1,0,0.321
460,40,6,119507.58,2,1,91560.63,1,5,766,0,0,1,1,0,0,1,0.5032
568,26,6,0.0,2,0,166495.2,0,5,634,0,0,1,0,1,0,0,0.0848
643,30,5,94443.77,1,1,165614.4,0,2,606,1,0,0,0,0,1,0,0.1121
521,37,2,0.0,2,1,86372.24,0,5,942,0,0,1,0,0,1,0,0.055
615,32,7,92199.84,1,1,2755.53,0,3,721,0,0,1,0,0,1,0,0.1489
575,43,3,0.0,1,1,83594.51,0,5,600,0,0,0,0,1,1,1,0.6143
717,41,3,135756.96,1,1,103706.41,0,2,801,0,0,1,0,0,0,0,0.4804
648,54,9,120633.42,1,0,5924.38,1,4,425,0,0,1,0,0,0,1,0.6576
535,48,5,134542.73,1,1,58203.67,1,4,351,0,0,1,1,0,1,1,0.9089
626,29,7,0.0,2,1,49361.84,0,5,429,0,1,0,0,1,1,0,0.0446
611,52,7,0.0,1,0,73585.18,1,2,380,0,1,0,0,1,1,1,0.795
734,39,6,0.0,1,1,95135.27,0,1,593,1,0,0,0,1,1,0,0.4644
709,49,4,154344.49,2,1,38794.57,0,2,330,0,0,0,0,0,1,0,0.4759
591,43,3,0.0,2,0,198926.36,0,3,785,0,1,0,0,0,1,0,0.1257
664,43,9,189026.53,2,1,56099.86,0,3,616,1,0,0,0,0,1,0,0.3545
431,37,0,120764.08,1,1,117023.08,0,2,389,0,0,1,0,0,1,0,0.3055
647,22,3,97975.82,2,0,62083.0,0,5,299,0,0,0,1,0,0,0,0.1395
578,32,4,0.0,2,1,141822.8,0,4,434,0,0,0,0,0,1,0,0.0153
555,41,10,113270.2,2,1,185387.14,0,1,398,0,0,1,1,0,1,0,0.3118
775,30,4,0.0,2,0,57461.13,0,5,368,0,1,0,0,1,1,0,0.0506
850,39,3,124548.99,2,1,120380.12,0,2,243,0,0,0,1,0,1,0,0.1833
625,43,8,201696.07,1,1,133020.9,1,4,538,1,0,0,0,0,1,1,0.6565
645,37,7,0.0,2,1,13589.93,0,4,318,0,0,0,0,1,0,0,0.133
608,44,7,114203.47,1,1,77830.36,1,4,268,0,1,0,1,0,1,1,0.8443
689,31,4,0.0,2,1,136610.02,0,5,840,0,1,0,0,1,0,0,0.1137
652,50,8,125437.64,1,1,17160.94,1,1,765,0,0,0,1,0,1,1,0.7733
769,26,7,0.0,2,1,176843.53,0,1,667,1,0,0,0,0,0,0,0.0436
611,43,8,64897.75,1,1,114996.33,0,4,692,0,0,1,0,0,0,1,0.6859
489,38,8,0.0,2,0,196990.79,0,1,821,0,0,0,0,0,1,0,0.1023
528,46,9,135555.66,1,1,133146.03,1,4,764,0,1,0,1,0,0,1,0.879
632,44,3,107764.75,1,1,185667.72,0,4,582,1,0,0,0,0,1,1,0.5111
429,27,6,117307.44,2,1,24020.49,0,4,985,0,0,0,0,0,0,0,0.091
457,41,8,73700.12,3,1,185750.02,1,5,310,0,0,0,0,0,1,1,0.8071
768,44,6,60603.4,1,1,178045.97,0,4,570,0,0,0,0,1,0,1,0.6728
715,35,4,40169.88,2,1,199857.47,0,5,484,1,0,0,0,1,0,0,0.2816
668,32,10,92041.87,1,1,43595.9,0,2,995,0,0,1,1,0,0,0,0.3051
625,26,3,130483.95,1,1,122810.53,0,3,343,0,1,0,1,0,1,0,0.3024
846,41,5,0.0,3,1,3440.47,1,1,994,1,0,0,0,0,0,1,0.6012
661,42,3,0.0,2,1,35989.41,0,3,465,0,1,0,0,1,0,0,0.2235
571,23,10,151097.28,1,0,17163.75,0,2,841,1,0,0,0,0,0,0,0.2915
582,46,8,67563.31,1,1,44506.09,1,1,454,0,0,1,0,1,0,1,0.71
716,35,8,112808.18,1,0,17848.3,0,1,565,0,0,1,0,0,0,0,0.1939
758,42,7,0.0,2,0,76209.56,0,2,430,0,0,1,0,0,0,0,0.1815
725,66,4,86459.8,1,1,141476.56,0,5,279,0,0,0,0,0,1,0,0.3623
630,40,0,118633.08,1,0,60032.46,1,4,475,0,0,0,0,0,0,1,0.5628
627,55,2,159441.27,1,1,100686.11,1,3,485,0,0,0,0,0,0,1,0.8668
653,27,9,0.0,2,1,96429.29,0,3,834,1,0,0,0,0,0,0,0.0482
775,38,4,125212.65,2,1,15795.88,1,2,332,1,0,0,1,0,0,0,0.3643
794,45,8,88656.37,2,1,116547.31,0,4,618,0,0,0,0,1,1,0,0.391
831,32,2,146033.62,1,1,191260.74,0,5,360,0,0,1,0,0,0,0,0.2709
561,29,9,120268.13,1,1,173870.39,0,5,566,1,0,0,0,0,1,0,0.1258
705,46,7,0.0,2,1,117273.35,0,2,946,1,0,0,0,1,1,0,0.1261
636,33,0,0.0,1,1,92277.47,1,2,618,0,0,1,0,1,0,0,0.499
487,46,4,135070.58,2,1,44244.49,1,2,400,0,1,0,1,0,0,1,0.7088
693,38,3,0.0,2,0,78133.48,1,5,724,1,0,0,0,0,0,0,0.2329
517,29,5,0.0,2,1,103402.88,0,1,584,0,1,0,0,1,0,0,0.0391
684,27,9,122550.05,2,0,137835.82,0,2,807,1,0,0,0,0,0,0,0.1674
620,43,2,0.0,2,1,20670.1,0,5,540,1,0,0,0,1,0,0,0.1928
757,29,8,130306.49,1,1,77469.38,0,1,889,1,0,0,0,0,1,0,0.1505
739,27,6,0.0,1,1,57572.38,0,2,746,0,0,1,0,0,0,0,0.3316
662,41,4,90350.77,1,1,75884.65,1,3,709,0,1,0,0,1,0,1,0.613
359,44,6,128747.69,1,1,146955.71,1,1,981,0,1,0,0,0,0,1,0.6568
572,23,2,126873.52,1,0,67040.12,0,4,628,1,0,0,0,1,1,0,0.1843
721,69,2,108424.19,1,1,178418.35,0,1,260,0,1,0,0,0,1,0,0.2465
707,32,9,0.0,2,0,30807.02,0,4,263,0,0,0,0,0,1,0,0.0359
444,40,5,84350.07,1,1,143835.76,0,2,580,1,0,0,0,0,0,1,0.5122
523,73,7,0.0,2,0,130883.9,1,5,566,0,0,0,0,0,0,0,0.2955
685,30,4,84958.6,2,0,194343.72,0,2,987,1,0,0,1,0,0,0,0.1258
673,29,4,99097.36,1,1,9796.69,0,4,712,0,1,0,1,0,0,0,0.3397
503,30,10,136622.55,2,0,47310.24,0,3,303,0,1,0,1,0,1,0,0.1525
485,30,5,156771.68,1,1,141148.21,0,5,644,0,1,0,1,0,0,0,0.2318
799,28,7,167658.33,2,1,111138.25,0,5,938,0,0,0,1,0,1,0,0.1068
585,33,8,0.0,2,1,114182.07,0,4,779,0,1,0,0,1,0,0,0.0497
607,24,2,109483.54,2,0,127560.77,0,3,260,1,0,0,1,0,0,0,0.1413
521,40,9,134504.78,1,1,18082.06,0,5,257,0,1,0,1,0,0,1,0.5841
535,44,2,114427.86,1,1,136330.26,0,1,948,0,1,0,0,0,0,1,0.5693
724,45,5,83888.54,1,0,34121.81,0,3,559,0,0,1,0,1,1,0,0.4326
520,32,5,110029.77,1,1,56246.69,0,4,483,0,0,0,1,0,1,0,0.3698
696,41,9,127523.75,1,0,191417.42,0,1,824,0,0,0,0,1,1,0,0.3383
657,30,1,139762.13,2,1,23317.88,0,5,731,0,0,1,1,0,1,0,0.1109
603,42,8,91611.12,1,0,144675.3,1,3,416,0,0,0,0,1,0,1,0.6846
726,42,2,109471.79,1,0,175161.05,0,5,899,1,0,0,0,0,0,0,0.4581
591,39,4,150500.64,1,1,14928.8,0,1,733,0,0,0,0,0,0,0,0.3192
792,59,9,101609.77,1,0,161479.19,1,5,779,0,0,0,1,0,0,1,0.8169
550,57,5,0.0,1,1,133501.94,0,5,484,0,1,0,0,0,1,1,0.6479
601,26,8,78892.23,1,1,23703.52,0,1,876,0,0,1,0,0,0,0,0.1658
820,29,3,82344.84,1,0,115985.38,0,2,816,1,0,0,0,0,0,0,0.1621
667,48,2,0.0,1,1,43229.2,0,4,487,0,0,1,0,0,1,1,0.784
573,44,4,0.0,1,1,94862.93,0,4,920,0,1,0,0,1,0,1,0.5999
755,62,1,127706.33,2,0,142377.69,0,2,673,0,0,0,0,0,1,0,0.3841
552,41,9,124349.34,1,1,135635.25,0,3,539,0,0,0,0,0,0,1,0.5703
598,44,8,0.0,2,1,148487.9,0,4,909,0,0,1,0,1,1,0,0.1147
576,28,1,119336.29,2,0,58976.85,0,1,592,1,0,0,1,0,1,0,0.1389
670,31,9,0.0,1,0,76254.83,0,3,761,0,0,0,0,0,0,0,0.2514
504,56,9,104217.3,1,0,55857.48,1,4,359,1,0,0,1,0,1,1,0.8325
778,65,7,0.0,1,1,77867.23,0,1,656,0,0,0,0,0,0,1,0.5657
558,39,10,144757.02,1,1,22878.16,1,4,254,0,0,0,1,0,1,1,0.6134
627,44,6,0.0,1,1,114469.55,0,5,258,0,0,1,0,1,1,1,0.5819
683,43,8,0.0,1,1,96754.8,0,1,309,0,0,1,0,0,1,0,0.472
556,43,6,0.0,3,0,125154.57,1,4,877,1,0,0,0,0,0,1,0.7952
583,38,10,0.0,2,0,113597.64,0,4,691,0,0,1,0,0,0,0,0.0945
705,24,7,100169.51,1,1,121408.55,0,1,566,0,0,1,0,0,0,0,0.181
637,33,2,145731.83,1,0,109219.43,0,4,721,0,0,1,0,0,1,0,0.1753
697,56,5,110802.03,1,1,50230.31,1,1,238,0,0,0,0,1,1,1,0.5198
555,46,4,120392.99,1,1,177719.88,1,5,594,0,0,1,1,0,0,1,0.8349
594,26,6,135067.52,2,0,131211.86,0,3,285,0,1,0,1,0,0,0,0.1319
632,31,3,136556.44,1,1,82152.83,1,4,964,0,0,1,0,1,1,0,0.3296
551,38,10,0.0,2,1,216.27,0,2,912,0,0,1,0,0,0,0,0.121
687,35,3,99587.43,1,1,1713.1,1,5,827,0,0,1,0,0,0,0,0.1955
672,53,7,0.0,1,1,136910.18,0,3,311,0,1,0,0,0,0,1,0.8761
521,34,7,70731.07,1,1,20243.97,1,2,773,1,0,0,0,1,0,0,0.3598
686,35,2,109342.82,2,0,86043.27,0,5,663,0,1,0,1,0,1,0,0.1475
639,28,8,0.0,2,1,126561.07,0,5,249,0,1,0,0,1,1,0,0.0516
850,66,4,0.0,2,0,64350.8,0,5,518,0,0,1,0,0,1,0,0.1274
465,25,2,78247.31,2,1,10472.31,0,2,945,1,0,0,0,0,1,0,0.0885
817,55,10,117561.49,1,1,95941.55,1,3,226,1,0,0,0,0,0,1,0.6434
578,23,10,88980.32,1,1,125222.36,0,5,813,0,1,0,0,0,1,0,0.1315
611,34,4,0.0,2,1,170950.58,0,4,911,0,0,0,0,1,1,0,0.0251
616,41,1,103560.57,1,1,236.45,1,3,289,0,1,0,1,0,0,1,0.6949
517,37,5,113308.84,1,0,31517.16,0,2,728,0,0,0,0,0,1,0,0.2103
637,40,6,0.0,2,1,181610.6,0,3,230,0,1,0,0,1,0,0,0.1781
